1,0,"Iglesia Bautista de","Campo Rico","","Canóvanas","2010-02-22 00:46:35","2012-02-29 03:15:54",3,\N,18
2,0,"Iglesia Bautista de","Belén","","Canóvanas","2010-02-23 03:47:46","2012-02-29 03:15:54",1,\N,11
3,0,"Iglesia Bautista de","Cupey","Venus Gardens","San Juan","2010-02-23 04:52:18","2012-02-29 03:15:56",3,\N,36
5,1,"Iglesia Bautista de","Adjuntas","","Adjuntas","2010-02-23 15:47:54","2012-02-29 03:15:53",1,"",1
6,0,"Iglesia Bautista de","Yahuecas","Yahuecas Arriba","Adjuntas","2010-02-23 15:48:38","2012-02-29 03:16:02",1,\N,111
7,0,"Iglesia Bautista de","Aguas Buenas","","Aguas Buenas","2010-02-23 15:49:06","2012-02-29 03:15:53",2,\N,2
8,0,"Iglesia Bautista de","Bayamoncito","","Aguas Buenas","2010-02-23 15:49:22","2014-03-03 17:59:47",3,"",10
9,0,"Iglesia Bautista ","Reconciliación","Pajuil","Arecibo","2010-02-23 15:50:10","2012-02-29 03:16:01",1,\N,95
10,0,"Iglesia Bautista de","Barranquitas","","Barranquitas","2010-02-23 15:50:34","2012-02-29 03:15:53",2,\N,6
11,1,"Iglesia Bautista de","Bayamón","","Bayamón","2010-02-23 15:51:00","2012-02-29 03:15:54",2,\N,9
12,0,"Iglesia Bautista ","El Redentor","","Bayamón","2010-02-23 15:51:24","2012-02-29 03:15:56",2,\N,42
13,1,"Iglesia Bautista de","Caguas","","Caguas","2010-02-23 15:51:47","2012-02-29 03:15:54",3,\N,16
14,2,"Iglesia Bautista de","Caguas","","Caguas","2010-02-23 15:52:08","2012-02-29 03:15:54",3,\N,17
15,0,"Iglesia Bautista ","El Verbo de Dios","","Caguas","2010-02-23 15:52:36","2012-02-29 03:15:56",1,\N,43
16,0,"Iglesia Bautista de","Las Cruces","","Caguas","2010-02-23 15:52:59","2012-02-29 03:15:58",3,\N,65
17,0,"Iglesia Bautista ","La Esperanza","Villa Esperanza","Caguas","2010-02-23 15:53:19","2012-02-29 03:15:58",2,\N,60
18,0,"Iglesia Bautista de","Canóvanas","","Canóvanas","2010-02-23 15:56:31","2012-02-29 03:15:54",3,\N,19
19,0,"Iglesia Bautista ","Hosanna","San Isidro","Canóvanas","2010-02-23 15:56:57","2012-02-29 03:15:57",2,\N,53
20,0,"Iglesia Bautista de","Lomas","","Canóvanas","2010-02-23 15:57:08","2012-02-29 03:15:59",3,\N,69
21,0,"Iglesia Bautista de","Peniel","","Canóvanas","2010-02-23 15:57:20","2012-02-29 03:16:00",1,\N,84
22,0,"Iglesia Bautista de","Antioquía","Canovanillas","Carolina","2010-02-23 16:58:09","2012-02-29 03:15:53",1,\N,5
23,0,"Iglesia Bautista de","Barrazas","","Carolina","2010-02-23 17:03:01","2012-02-29 03:15:53",3,\N,7
24,0,"Iglesia Bautista de","Cacao","","Carolina","2010-02-23 17:03:16","2012-02-29 03:15:54",2,\N,15
25,1,"Iglesia Bautista de","Carolina","","Carolina","2010-02-23 17:03:41","2012-02-29 03:15:55",3,\N,20
26,0,"Iglesia Bautista de","Cedros","","Carolina","2010-02-23 17:03:54","2012-02-29 03:15:55",2,\N,27
27,0,"Iglesia Bautista ","Los Ángeles","Los Ángeles","Carolina","2010-02-23 17:09:12","2014-02-24 18:47:53",1,"",22
28,0,"Iglesia Bautista","Luz de Salvación de Buenaventura","","Carolina","2010-02-23 17:09:51","2012-02-29 03:15:59",3,\N,71
29,0,"Iglesia Bautista de","Metrópolis","","Carolina","2010-02-23 17:10:13","2012-02-29 03:15:59",3,\N,77
30,0,"Iglesia Bautista ","Oasis de Bendición","Villa Fontana","Carolina","2010-02-23 17:10:44","2012-02-29 03:15:59",3,\N,80
31,0,"Iglesia Bautista de","Rolling Hills","","Carolina","2010-02-23 17:11:01","2012-02-29 03:16:01",1,\N,97
32,0,"Iglesia Bautista de","San Antón","","Carolina","2010-02-23 17:11:23","2012-02-29 03:16:01",3,\N,101
33,1,"Iglesia Bautista de","Cayey","Montellano","Cayey","2010-02-23 17:11:54","2012-02-29 03:15:55",3,\N,26
34,0,"Iglesia Bautista de","Toíta","","Cayey","2010-02-23 17:12:12","2013-03-08 14:29:08",2,"Se dieron materiales para Abigail, aunque no vino por enfermedad.",106
35,0,"Iglesia Bautista ","Las Vegas-Farallón Unida","","Cayey","2010-02-23 17:12:55","2012-02-29 03:15:58",2,\N,67
36,1,"Iglesia Bautista de","Cidra","","Cidra","2010-02-23 17:13:20","2012-02-29 03:15:55",3,\N,30
37,2,"Iglesia Bautista de","Cidra","","Cidra","2010-02-23 17:13:28","2012-02-29 03:15:55",2,\N,31
38,0,"Iglesia Bautista ","La Nueva Ebenezer","Rincón","Cidra","2010-02-23 17:13:53","2012-02-29 03:15:58",2,\N,61
39,1,"Iglesia Bautista de","Coamo","","Coamo","2010-02-23 17:14:10","2012-02-29 03:15:56",2,\N,32
40,1,"Bautista de","Corozal","","Corozal","2010-02-23 17:14:51","2012-09-27 16:02:30",1,"",33
41,1,"Iglesia Bautista de","Dorado","","Dorado","2010-02-23 17:15:09","2012-02-29 03:15:56",3,\N,37
42,1,"Iglesia Bautista de","Fajardo","","Fajardo","2010-02-23 17:15:32","2012-02-29 03:15:56",3,\N,44
43,0,"Iglesia Bautista","La Nueva Jerusalén","","Fajardo","2010-02-23 17:15:59","2012-02-29 03:15:58",1,\N,62
45,1,"Iglesia Bautista de","Guayama","","Guayama","2010-02-23 17:16:57","2012-02-29 03:15:57",2,\N,46
46,0,"Iglesia Bautista de","Guayama Corazón","Corazón","Guayama","2010-02-23 17:17:27","2012-02-29 03:15:57",1,\N,47
47,0,"Iglesia Bautista de","Guayanilla","","Guayanilla","2010-02-23 17:17:55","2012-02-29 03:15:57",2,\N,48
48,0,"Iglesia Bautista de","Guaynabo","","Guaynabo","2010-02-23 17:18:27","2012-02-29 03:15:57",3,\N,49
49,0,"Iglesia Bautista","Unida El Salvador","Monacillos","Guaynabo","2010-02-23 17:18:48","2012-02-29 03:16:02",2,\N,108
50,0,"Iglesia Bautista de","Celada","","Gurabo","2010-02-23 17:22:19","2014-02-25 15:37:34",2,"",28
51,0,"Iglesia Bautista de","El Cielito","Navarro","Gurabo","2010-02-23 17:22:39","2012-02-29 03:15:56",3,\N,40
52,0,"Iglesia Bautista ","Ebenezer","","Gurabo","2010-02-23 17:23:01","2012-02-29 03:15:56",2,\N,38
53,1,"Iglesia Bautista de","Gurabo","","Gurabo","2010-02-23 17:23:19","2012-02-29 03:15:57",3,\N,50
54,0,"Iglesia Bautista de","Quebrada","","Gurabo","2010-02-23 17:23:35","2012-02-29 03:16:00",1,\N,91
55,0,"Iglesia Bautista de","Hato Nuevo","","Gurabo","2010-02-23 17:23:53","2012-02-29 03:15:57",3,\N,52
56,0,"Iglesia Bautista de","Mamey","","Gurabo","2010-02-23 17:24:05","2012-02-29 03:15:59",3,\N,73
57,0,"Iglesia Bautista de","Masas II","","Gurabo","2010-02-23 17:24:25","2012-02-29 03:15:59",1,\N,74
58,0,"Iglesia Bautista de","Humacao","","Humacao","2010-02-23 17:24:44","2012-02-29 03:15:57",3,\N,54
59,0,"Iglesia Bautista ","La Ciudad Deseada","Cantagallo","Juncos","2010-02-23 17:25:18","2012-02-29 03:15:58",1,\N,59
60,1,"Iglesia Bautista de","Juncos","","Juncos","2010-02-23 17:25:43","2012-02-29 03:15:58",3,\N,58
61,0,"Iglesia Bautista ","La Placita","","Juncos","2010-02-23 17:25:58","2012-02-29 03:15:58",0,\N,63
62,0,"Iglesia Bautista ","Oasis de Paz","Lirios","Juncos","2010-02-23 17:26:16","2012-02-29 03:16:00",1,\N,81
63,0,"Iglesia Bautista de","Castañer","","Lares","2010-02-23 17:26:38","2012-02-29 03:15:55",1,\N,25
64,0,"Iglesia Bautista de","Las Piedras","Arenas","Las Piedras","2010-02-23 17:27:00","2013-09-25 17:38:37",1,"",66
65,0,"Iglesia Bautista ","Restauración Las Piedras","","Las Piedras","2010-02-23 17:27:24","2012-02-29 03:16:01",3,\N,96
66,0,"Iglesia Bautista de","Medianía Alta","","Loíza","2010-02-23 17:27:51","2012-02-29 03:15:59",0,\N,76
67,0,"Iglesia Bautista de","Loí­za","","Loíza","2010-02-23 17:28:11","2012-02-29 03:15:58",2,\N,68
68,0,"Iglesia Bautista de","Villas de Loíza","","Canóvanas","2010-02-23 17:29:10","2012-02-29 03:16:02",2,\N,109
69,0,"Iglesia Bautista de","Jerusalén","Mata de Plátano","Luquillo","2010-02-23 17:29:53","2012-02-29 03:15:58",3,\N,57
70,0,"Iglesia Bautista de","Luquillo Mar","","Luquillo","2010-02-23 17:30:14","2012-02-29 03:15:59",3,\N,70
71,0,"Iglesia Bautista de","Mayagüez","","Mayagüez","2010-02-23 17:32:22","2012-02-29 03:15:59",1,\N,75
72,0,"Iglesia Bautista de","Morovis","","Morovis","2010-02-23 17:32:39","2012-02-29 03:15:59",1,\N,78
75,1,"Iglesia Bautista de","Orocovis","","Orocovis","2010-02-23 17:33:41","2012-02-29 03:16:00",2,\N,82
76,1,"Iglesia Bautista de","Ponce","","Ponce","2010-02-23 17:34:01","2012-02-29 03:16:00",1,\N,86
77,0,"Primera Iglesia Bautista","Playa de Ponce","","Ponce","2010-02-23 17:34:29","2013-02-25 15:36:46",2,"",85
78,0,"Iglesia Bautista de","Corral Viejo","","Ponce","2010-02-23 17:34:44","2012-02-29 03:15:56",1,\N,34
79,2,"Iglesia Bautista de","Ponce","","Ponce","2010-02-23 17:35:00","2012-02-29 03:16:00",0,\N,87
80,3,"Iglesia Bautista de","Ponce","","Ponce","2010-02-23 17:35:09","2012-02-29 03:16:00",3,\N,88
81,0,"Iglesia Bautista ","La Roca","","Quebradillas","2010-02-23 17:35:30","2012-02-29 03:15:58",0,\N,64
82,0,"Iglesia Bautista ","Bethel","Malpica","Río Grande","2010-02-23 17:36:01","2012-02-29 03:15:54",3,\N,14
83,0,"Iglesia Bautista de","Guzmán Arriba","","Río Grande","2010-02-23 17:36:22","2012-02-29 03:15:57",2,\N,51
84,0,"Iglesia Bautista de","Palmer","","Río Grande","2010-02-23 17:36:41","2012-02-29 03:16:00",3,\N,83
85,1,"Iglesia Bautista de","Rí­o Grande","","Río Grande","2010-02-23 17:37:03","2012-02-29 03:16:00",3,\N,93
86,0,"Iglesia Bautista de","San Lorenzo","","San Lorenzo","2010-02-23 17:37:31","2012-02-29 03:16:01",2,\N,102
87,0,"Iglesia Bautista de","Jagual","","San Lorenzo","2010-02-23 17:38:55","2012-02-29 03:15:57",1,\N,55
89,0,"Iglesia Bautista de","Carraí­zo","","Trujillo Alto","2010-02-23 17:40:20","2012-02-29 03:15:55",2,\N,21
90,0,"Iglesia Bautista ","El Lago","","Trujillo Alto","2010-02-23 17:40:47","2012-02-29 03:15:56",2,\N,41
91,0,"Iglesia Bautista ","Luz del Mundo","","Trujillo Alto","2010-02-23 17:41:06","2012-02-29 03:15:59",3,\N,72
92,0,"Iglesia Bautista de","Saint Just","","Trujillo Alto","2010-02-23 17:41:22","2012-02-29 03:16:01",0,\N,100
93,0,"Iglesia Bautista de","Sión","Quebrada Negrito","Trujillo Alto","2010-02-23 17:41:54","2012-02-29 03:16:01",2,\N,104
94,0,"Iglesia Bautista de","Trujillo Alto","","Trujillo Alto","2010-02-23 17:42:13","2012-02-29 03:16:02",2,\N,107
95,0,"Iglesia Bautista ","Berea","","Yabucoa","2010-02-23 17:42:36","2012-02-29 03:15:54",0,\N,12
96,1,"Iglesia Bautista de","Yabucoa","Juan Martí­n","Yabucoa","2010-02-23 17:42:58","2012-02-29 03:16:02",2,\N,110
97,0,"Iglesia Bautista de","Almácigo","","Yauco","2010-02-23 17:43:31","2012-02-29 03:15:53",1,\N,3
98,0,"Iglesia Bautista ","Casa de Oración de Carrizales","","Yauco","2010-02-23 17:43:53","2012-02-29 03:15:55",2,\N,24
99,1,"Iglesia Bautista de","Yauco","Jácanas","Yauco","2010-02-23 17:44:14","2012-02-29 03:16:02",3,\N,112
100,0,"Iglesia Bautista de","Altamesa","","San Juan","2010-02-23 17:45:09","2012-03-01 13:19:14",1,"Se entregaron materiales a Pastora",4
102,0,"Iglesia Bautista ","Betesda","","San Juan","2010-02-23 17:45:41","2012-02-29 03:15:54",2,\N,13
103,0,"Iglesia Bautista de","Country Club","","San Juan","2010-02-23 17:45:57","2012-02-29 03:15:56",3,\N,35
105,0,"Iglesia Bautista ","Getsemaní­ de Colinas Verdes","","San Juan","2010-02-23 17:46:33","2012-02-29 03:15:57",2,\N,45
106,0,"Iglesia Bautista de","Puerta de Tierra","","San Juan","2010-02-23 17:46:52","2012-02-29 03:16:00",2,\N,89
107,0,"Iglesia Bautista de","Puerto Nuevo","","San Juan","2010-02-23 17:47:04","2012-02-29 03:16:00",3,\N,90
108,0,"Iglesia Bautista de","Quintana","","San Juan","2010-02-23 17:47:22","2012-02-29 03:16:00",3,\N,92
109,1,"Iglesia Bautista de","Rí­o Piedras","","San Juan","2010-02-23 17:47:45","2012-02-29 03:16:00",3,\N,94
110,0,"Iglesia Bautista de","Roosevelt","","San Juan","2010-02-23 17:47:58","2012-02-29 03:16:01",2,\N,98
111,0,"Iglesia Bautista de","Sabana Llana","","San Juan","2010-02-23 17:48:13","2012-02-29 03:16:01",1,\N,99
112,1,"Iglesia Bautista de","Santurce","","San Juan","2010-02-23 17:48:22","2012-02-29 03:16:01",2,\N,103
113,0,"Iglesia Bautista","Central de Villa Las Lomas","","San Juan","2010-02-23 17:48:47","2012-02-29 03:15:55",2,\N,29
114,0,"Iglesia Bautista","Casa de Dios","Santa Cruz","Islas Vírgenes","2010-03-03 07:59:29","2012-02-29 03:15:55",1,\N,23
116,0,"Iglesia Bautista de","Jaguas","","Gurabo","2011-03-03 15:38:41","2012-02-29 03:15:58",1,\N,56
117,0,"Iglesia Bautista de ","Sinaí Guánica","","Guánica","2011-03-04 13:11:38","2012-02-29 03:16:01",2,\N,105
118,0,"","Junta Directiva UJBPR","","","2012-03-01 14:56:55","2013-02-25 15:36:29",0,"",\N
119,0,"","Ministerios de Mujeres Bautistas de PR","","","2012-03-01 14:57:54","2012-03-01 14:57:54",0,"",\N
120,0,"","Ministerio de Hombres Bautistas de PR","","","2012-03-01 14:59:30","2013-02-25 15:27:32",0,"",\N
121,0,"","Concilio Ministerial","","","2012-03-01 15:00:11","2012-03-01 15:00:11",0,"",\N
122,0,"","Ministerios Adultos Mayores","","","2012-03-01 15:01:25","2012-03-01 15:01:25",0,"",\N
123,0,"Iglesia Bautista de","Ebenezer de Levittown Lakes","","Toa Baja","2013-03-07 03:14:28","2013-03-07 03:14:28",0,"",39
124,1,"Iglesia Bautista de","Naguabo","","Naguabo","2013-03-07 03:16:46","2013-03-07 03:16:46",0,"",79
125,1,"Iglesia Bautista de","Barrio Obrero","","San Juan","2013-03-07 03:18:17","2013-03-07 03:18:17",0,"",8
126,0,"Iglesia Bautista de","Faro de Luz","","Río Grande","2013-03-07 15:36:08","2013-03-07 15:36:08",0,"",113
